age;job;marital;education;balance;housing;loan;contact;day;month;duration;campaign;pdays;poutcome;y
57;technician;divorced;tertiary;437;0;0;cellular;26;aug;435;5;-1;unknown;0
39;technician;divorced;secondary;807;1;1;cellular;26;aug;209;6;-1;unknown;0
32;management;single;tertiary;2536;1;0;cellular;26;aug;958;6;-1;unknown;1
34;student;single;tertiary;1322;0;0;cellular;26;aug;170;3;-1;unknown;0
53;blue-collar;married;secondary;392;0;0;cellular;26;aug;95;6;-1;unknown;0
60;unknown;married;unknown;17297;0;0;cellular;26;aug;664;11;-1;unknown;1
54;blue-collar;married;primary;7073;0;0;cellular;26;aug;479;6;-1;unknown;0
61;management;married;tertiary;7935;0;0;cellular;26;aug;427;17;-1;unknown;0
52;blue-collar;married;primary;1401;0;0;cellular;26;aug;77;8;-1;unknown;0
52;technician;married;secondary;526;0;1;cellular;26;aug;60;6;-1;unknown;0
37;management;married;tertiary;675;0;0;cellular;26;aug;49;13;-1;unknown;0
47;admin.;married;secondary;175;1;0;cellular;26;aug;102;7;-1;unknown;0
33;technician;single;secondary;0;0;0;cellular;26;aug;73;4;-1;unknown;0
35;technician;single;tertiary;973;0;0;cellular;26;aug;109;9;-1;unknown;0
37;self-employed;married;secondary;111;0;0;cellular;26;aug;179;8;-1;unknown;0
32;technician;single;secondary;39;0;0;cellular;26;aug;175;11;-1;unknown;0
35;technician;married;secondary;5535;0;0;cellular;26;aug;0;15;-1;unknown;0
46;admin.;married;secondary;22;0;0;cellular;26;aug;388;6;-1;unknown;1
41;management;married;tertiary;2251;0;0;cellular;26;aug;338;9;-1;unknown;0
37;technician;married;secondary;1578;0;1;cellular;26;aug;85;6;-1;unknown;0
51;technician;married;tertiary;87;0;0;cellular;26;aug;42;7;-1;unknown;0
51;management;divorced;secondary;292;0;0;cellular;26;aug;146;9;-1;unknown;0
45;blue-collar;married;secondary;2;0;0;cellular;26;aug;105;10;-1;unknown;0
35;management;married;tertiary;1285;0;0;cellular;26;aug;100;4;-1;unknown;0
58;retired;married;primary;1;0;0;cellular;26;aug;112;4;-1;unknown;0
53;blue-collar;married;primary;18;0;0;cellular;26;aug;55;4;-1;unknown;0
54;management;divorced;tertiary;2625;1;0;cellular;26;aug;67;3;-1;unknown;0
39;management;married;tertiary;309;0;0;cellular;26;aug;94;14;-1;unknown;0
32;technician;divorced;secondary;409;0;1;cellular;26;aug;74;4;-1;unknown;0
35;management;single;tertiary;714;1;0;cellular;26;aug;135;22;-1;unknown;0
48;management;married;tertiary;0;0;0;cellular;26;aug;60;5;-1;unknown;0
30;technician;single;tertiary;10;0;0;cellular;26;aug;276;8;-1;unknown;0
49;admin.;married;secondary;0;0;0;cellular;26;aug;159;4;-1;unknown;0
31;technician;single;tertiary;7005;0;0;cellular;26;aug;171;4;-1;unknown;0
51;blue-collar;married;primary;19;0;0;cellular;26;aug;26;10;-1;unknown;0
43;technician;divorced;secondary;1326;0;0;cellular;26;aug;93;2;-1;unknown;0
47;technician;divorced;secondary;32;0;1;cellular;26;aug;137;2;-1;unknown;0
34;management;single;tertiary;250;0;0;cellular;26;aug;64;2;-1;unknown;0
56;housemaid;married;primary;0;0;0;cellular;26;aug;102;2;-1;unknown;0
53;technician;married;secondary;206;0;0;cellular;26;aug;87;6;-1;unknown;0
46;technician;married;secondary;1596;1;0;cellular;26;aug;106;7;-1;unknown;0
33;technician;married;tertiary;-370;1;0;cellular;26;aug;108;7;-1;unknown;0
33;management;single;tertiary;0;0;0;cellular;26;aug;60;2;-1;unknown;0
34;management;single;tertiary;436;0;0;cellular;26;aug;312;2;-1;unknown;0
39;housemaid;married;unknown;0;0;0;cellular;26;aug;92;2;-1;unknown;0
33;technician;single;secondary;659;0;0;cellular;26;aug;274;2;-1;unknown;0
51;admin.;married;secondary;50;0;0;cellular;26;aug;178;2;-1;unknown;0
51;blue-collar;married;primary;176;0;1;cellular;26;aug;80;2;-1;unknown;0
49;unemployed;married;primary;50;0;0;cellular;26;aug;169;2;-1;unknown;0
41;technician;single;tertiary;1413;0;0;telephone;26;aug;81;5;-1;unknown;0
57;technician;married;tertiary;31;0;1;cellular;26;aug;395;2;-1;unknown;0
44;management;married;tertiary;-11;0;0;cellular;26;aug;317;5;-1;unknown;0
51;services;married;secondary;276;0;0;cellular;26;aug;217;2;-1;unknown;0
52;blue-collar;married;secondary;60;0;1;cellular;26;aug;196;2;-1;unknown;0
31;entrepreneur;married;tertiary;-231;1;0;cellular;26;aug;221;2;-1;unknown;0
38;housemaid;married;primary;21;0;0;cellular;26;aug;634;2;-1;unknown;0
38;technician;married;secondary;-6;0;0;cellular;26;aug;700;2;-1;unknown;0
54;technician;married;tertiary;446;0;0;cellular;26;aug;67;6;-1;unknown;0
42;unknown;married;unknown;222;0;0;cellular;26;aug;80;16;-1;unknown;0
47;blue-collar;married;primary;0;0;0;cellular;26;aug;185;4;-1;unknown;0
35;technician;single;tertiary;7838;0;0;cellular;26;aug;17;23;-1;unknown;0
49;blue-collar;married;primary;3478;0;0;cellular;26;aug;165;4;-1;unknown;0
33;technician;single;secondary;121;0;0;cellular;26;aug;210;6;-1;unknown;0
31;management;married;tertiary;0;0;0;cellular;26;aug;76;2;-1;unknown;0
45;technician;divorced;secondary;0;0;0;cellular;26;aug;64;2;-1;unknown;0
55;management;divorced;tertiary;-612;0;0;cellular;26;aug;131;2;-1;unknown;0
30;management;single;tertiary;15;0;1;cellular;26;aug;252;2;-1;unknown;0
43;management;married;secondary;17555;0;0;cellular;26;aug;14;14;-1;unknown;0
45;management;married;tertiary;-190;0;1;cellular;26;aug;92;4;-1;unknown;0
54;management;married;tertiary;0;0;0;cellular;26;aug;748;3;-1;unknown;0
31;technician;single;secondary;218;0;0;cellular;26;aug;267;4;-1;unknown;0
48;technician;married;tertiary;0;0;0;telephone;26;aug;176;15;-1;unknown;0
60;retired;married;unknown;1396;0;1;cellular;26;aug;104;2;-1;unknown;0
38;technician;married;secondary;0;0;0;cellular;26;aug;65;4;-1;unknown;0
32;technician;single;secondary;0;0;0;cellular;26;aug;181;2;-1;unknown;0
36;technician;single;tertiary;4644;0;0;cellular;26;aug;29;12;-1;unknown;0
43;management;divorced;tertiary;-166;1;1;cellular;26;aug;176;2;-1;unknown;0
51;blue-collar;married;primary;6343;1;0;cellular;26;aug;28;20;-1;unknown;0
48;technician;married;secondary;2688;0;1;cellular;26;aug;610;2;-1;unknown;0
54;technician;married;secondary;965;0;0;cellular;26;aug;345;4;-1;unknown;0
30;management;single;secondary;19;0;0;cellular;26;aug;191;2;-1;unknown;0
59;management;divorced;tertiary;3096;0;0;cellular;26;aug;18;17;-1;unknown;0
34;technician;single;secondary;94;1;0;cellular;26;aug;541;2;-1;unknown;0
40;technician;divorced;secondary;0;0;0;cellular;26;aug;67;2;-1;unknown;0
32;technician;single;secondary;316;0;0;cellular;26;aug;137;2;-1;unknown;0
59;retired;married;tertiary;0;0;0;cellular;26;aug;94;2;-1;unknown;0
35;technician;single;secondary;0;0;0;cellular;26;aug;259;2;-1;unknown;0
55;blue-collar;married;secondary;630;0;0;cellular;26;aug;146;2;-1;unknown;0
47;blue-collar;married;primary;0;0;0;cellular;26;aug;292;2;-1;unknown;0
46;blue-collar;married;secondary;3;0;0;cellular;26;aug;153;14;-1;unknown;0
56;technician;married;tertiary;272;0;0;cellular;26;aug;103;2;-1;unknown;0
47;management;married;secondary;414;0;0;cellular;26;aug;142;2;-1;unknown;0
45;management;divorced;tertiary;0;0;0;cellular;26;aug;392;2;-1;unknown;0
31;management;single;tertiary;29;0;0;cellular;26;aug;179;2;-1;unknown;0
45;blue-collar;married;primary;512;0;0;cellular;26;aug;123;2;-1;unknown;0
31;technician;single;tertiary;17;0;0;cellular;26;aug;239;2;-1;unknown;0
35;technician;married;tertiary;188;0;0;cellular;26;aug;286;2;-1;unknown;0
44;management;single;secondary;813;0;0;cellular;26;aug;358;2;-1;unknown;0
44;management;married;tertiary;1752;0;0;cellular;26;aug;312;2;-1;unknown;0
33;management;married;tertiary;0;0;0;cellular;26;aug;126;2;-1;unknown;0
55;retired;married;secondary;273;0;0;cellular;26;aug;417;2;-1;unknown;0
54;admin.;married;tertiary;19;0;0;cellular;26;aug;131;2;-1;unknown;0
53;technician;married;secondary;0;0;0;cellular;26;aug;392;2;-1;unknown;0
37;technician;married;secondary;827;1;1;cellular;26;aug;85;16;-1;unknown;0
40;management;single;tertiary;0;1;0;cellular;26;aug;24;16;-1;unknown;0
36;management;married;tertiary;1313;0;0;cellular;26;aug;80;6;-1;unknown;0
47;services;married;secondary;1764;0;1;cellular;26;aug;119;6;-1;unknown;0
49;blue-collar;married;secondary;1219;1;0;cellular;26;aug;168;5;-1;unknown;0
31;technician;single;secondary;798;0;0;telephone;26;aug;66;10;-1;unknown;0
41;management;married;tertiary;725;0;0;cellular;26;aug;460;10;-1;unknown;0
42;management;married;tertiary;154;0;0;cellular;26;aug;183;10;-1;unknown;0
49;services;married;secondary;0;0;0;cellular;26;aug;189;4;-1;unknown;0
52;services;married;secondary;431;0;0;cellular;26;aug;73;17;-1;unknown;0
30;technician;single;secondary;9645;0;1;cellular;26;aug;130;10;-1;unknown;0
32;management;single;tertiary;5167;0;0;cellular;26;aug;10;18;-1;unknown;0
47;services;married;secondary;612;0;0;cellular;26;aug;139;4;-1;unknown;0
58;blue-collar;married;primary;0;0;0;cellular;26;aug;168;4;-1;unknown;0
33;management;single;secondary;0;0;0;cellular;26;aug;99;2;-1;unknown;0
36;management;married;tertiary;0;0;0;cellular;26;aug;97;3;-1;unknown;0
30;technician;single;secondary;73;0;1;cellular;26;aug;43;2;-1;unknown;0
60;blue-collar;married;primary;11;0;0;telephone;26;aug;15;10;-1;unknown;0
48;management;married;tertiary;0;1;0;cellular;26;aug;204;2;-1;unknown;0
31;admin.;married;secondary;-51;0;1;cellular;26;aug;173;2;-1;unknown;0
46;blue-collar;married;primary;588;1;0;cellular;26;aug;260;4;-1;unknown;0
51;technician;divorced;secondary;-471;0;0;cellular;26;aug;169;2;-1;unknown;0
50;blue-collar;married;secondary;579;0;0;cellular;26;aug;83;4;-1;unknown;0
41;technician;married;tertiary;231;0;0;cellular;26;aug;428;2;-1;unknown;1
59;technician;divorced;secondary;2;0;0;cellular;26;aug;164;2;-1;unknown;0
33;technician;single;tertiary;3773;0;0;cellular;26;aug;124;4;-1;unknown;0
32;management;married;tertiary;-55;1;0;cellular;26;aug;107;4;-1;unknown;0
35;admin.;married;tertiary;6;0;0;cellular;26;aug;130;2;-1;unknown;0
44;technician;married;secondary;608;0;0;cellular;26;aug;128;2;-1;unknown;0
37;management;single;tertiary;9;0;0;cellular;26;aug;484;2;-1;unknown;0
60;retired;married;primary;5;0;0;cellular;26;aug;63;2;-1;unknown;0
42;management;single;tertiary;145;0;0;cellular;26;aug;174;2;-1;unknown;0
53;management;married;tertiary;0;0;0;cellular;26;aug;240;2;-1;unknown;0
47;blue-collar;married;primary;0;0;0;cellular;26;aug;71;4;-1;unknown;0
49;management;married;tertiary;108;0;0;cellular;26;aug;210;6;-1;unknown;0
33;management;married;tertiary;544;0;1;cellular;26;aug;111;4;-1;unknown;0
35;management;married;tertiary;0;0;0;cellular;26;aug;436;2;-1;unknown;0
47;blue-collar;married;secondary;581;1;0;cellular;26;aug;79;6;-1;unknown;0
38;management;married;tertiary;0;1;0;cellular;26;aug;22;38;-1;unknown;0
38;management;married;tertiary;0;0;0;cellular;26;aug;101;4;-1;unknown;0
35;management;married;tertiary;38;0;0;cellular;26;aug;194;8;-1;unknown;0
48;management;married;tertiary;4852;0;0;cellular;26;aug;41;11;-1;unknown;0
42;technician;single;secondary;275;0;0;cellular;26;aug;31;8;-1;unknown;0
47;self-employed;married;tertiary;1245;0;0;cellular;26;aug;17;15;-1;unknown;0
35;management;married;tertiary;841;0;0;cellular;26;aug;301;6;-1;unknown;0
52;management;single;tertiary;83;0;0;cellular;26;aug;1223;6;-1;unknown;1
30;management;married;secondary;471;1;0;cellular;26;aug;73;4;-1;unknown;0
35;technician;single;secondary;79;1;0;cellular;26;aug;12;16;-1;unknown;0
42;management;divorced;tertiary;1243;0;0;cellular;26;aug;1000;4;-1;unknown;1
45;technician;married;secondary;34;0;0;cellular;26;aug;333;4;-1;unknown;0
48;management;married;primary;2537;0;0;cellular;26;aug;219;6;-1;unknown;0
47;services;married;secondary;284;0;0;cellular;26;aug;266;5;-1;unknown;0
60;management;married;tertiary;0;0;0;cellular;26;aug;362;6;-1;unknown;0
44;management;married;tertiary;254;0;0;cellular;26;aug;224;6;-1;unknown;0
46;services;married;secondary;301;0;0;cellular;26;aug;241;7;-1;unknown;0
56;technician;divorced;secondary;0;0;0;cellular;26;aug;471;8;-1;unknown;0
50;blue-collar;married;primary;1617;0;0;cellular;26;aug;55;4;-1;unknown;0
31;self-employed;married;tertiary;3220;0;0;cellular;26;aug;74;4;-1;unknown;0
32;technician;single;secondary;-5;0;1;cellular;26;aug;300;4;-1;unknown;0
35;management;married;tertiary;231;0;0;cellular;26;aug;130;6;-1;unknown;0
32;management;single;tertiary;5;1;0;cellular;26;aug;520;4;-1;unknown;0
41;management;single;tertiary;236;0;0;cellular;26;aug;72;4;-1;unknown;0
52;self-employed;divorced;secondary;385;0;1;cellular;26;aug;96;4;-1;unknown;0
48;management;single;tertiary;505;0;0;cellular;26;aug;320;5;-1;unknown;0
43;technician;married;secondary;10;0;0;cellular;26;aug;301;16;-1;unknown;0
37;management;single;tertiary;-533;0;0;cellular;26;aug;234;4;-1;unknown;0
30;technician;single;secondary;7;0;0;cellular;26;aug;75;4;-1;unknown;0
35;management;married;tertiary;71;0;1;cellular;26;aug;78;4;-1;unknown;0
37;management;married;tertiary;725;0;0;cellular;26;aug;162;13;-1;unknown;0
33;technician;married;secondary;2362;1;0;cellular;26;aug;271;4;-1;unknown;0
45;admin.;married;secondary;434;0;0;cellular;26;aug;76;4;-1;unknown;0
34;management;single;tertiary;4687;0;0;cellular;26;aug;10;19;-1;unknown;0
50;blue-collar;married;primary;370;1;0;telephone;26;aug;39;6;-1;unknown;0
35;management;single;tertiary;0;0;0;cellular;26;aug;30;20;-1;unknown;0
39;technician;single;secondary;3867;0;0;cellular;26;aug;257;12;-1;unknown;0
33;technician;married;secondary;362;0;1;cellular;26;aug;160;6;-1;unknown;0
60;admin.;married;primary;41;0;0;cellular;26;aug;140;6;-1;unknown;0
34;management;married;tertiary;297;1;0;cellular;26;aug;63;4;-1;unknown;0
36;entrepreneur;divorced;tertiary;219;0;0;cellular;26;aug;358;4;-1;unknown;0
31;management;single;tertiary;0;0;0;cellular;26;aug;120;6;-1;unknown;0
33;technician;single;secondary;487;1;0;cellular;26;aug;532;14;-1;unknown;0
49;self-employed;married;secondary;0;0;0;cellular;26;aug;175;6;-1;unknown;0
42;housemaid;married;tertiary;0;0;0;cellular;26;aug;112;10;-1;unknown;0
51;services;married;primary;10150;1;0;cellular;26;aug;157;5;-1;unknown;0
57;services;married;secondary;1113;0;0;cellular;26;aug;264;20;-1;unknown;0
31;management;married;tertiary;392;0;0;cellular;26;aug;119;3;-1;unknown;0
55;self-employed;married;secondary;0;0;0;cellular;26;aug;172;5;-1;unknown;0
33;technician;single;tertiary;469;0;0;cellular;26;aug;158;9;-1;unknown;0
45;management;married;tertiary;22815;0;0;cellular;26;aug;653;8;-1;unknown;0
39;management;single;tertiary;1092;0;0;cellular;26;aug;205;7;-1;unknown;0
36;management;married;tertiary;23;0;0;cellular;26;aug;133;11;-1;unknown;0
32;management;married;secondary;0;0;0;cellular;26;aug;277;3;-1;unknown;0
34;technician;single;secondary;1974;0;0;cellular;26;aug;603;3;-1;unknown;0
30;technician;single;tertiary;1271;1;0;cellular;26;aug;303;5;-1;unknown;0
31;technician;single;tertiary;25;0;0;cellular;26;aug;265;16;-1;unknown;0
31;admin.;married;secondary;734;0;0;cellular;26;aug;195;9;-1;unknown;0
52;self-employed;married;secondary;517;0;0;cellular;26;aug;77;4;-1;unknown;0
44;management;married;tertiary;0;0;0;cellular;26;aug;130;4;-1;unknown;0
31;unemployed;married;tertiary;7744;0;0;cellular;26;aug;377;8;-1;unknown;0
45;blue-collar;married;primary;0;0;0;cellular;26;aug;454;2;-1;unknown;0
30;management;single;tertiary;21;0;0;cellular;26;aug;61;7;-1;unknown;0
39;technician;single;secondary;69;0;0;cellular;26;aug;183;3;-1;unknown;0
37;technician;single;secondary;-274;1;0;cellular;26;aug;218;5;-1;unknown;0
46;management;married;tertiary;326;0;0;cellular;26;aug;182;7;-1;unknown;0
58;services;married;secondary;382;0;0;cellular;26;aug;384;4;-1;unknown;0
31;management;single;tertiary;1;0;0;cellular;26;aug;107;5;-1;unknown;0
38;technician;married;secondary;257;0;0;cellular;26;aug;57;10;-1;unknown;0
32;management;single;tertiary;631;0;0;cellular;26;aug;145;5;-1;unknown;0
30;technician;single;secondary;893;0;0;cellular;26;aug;45;3;-1;unknown;0
34;technician;married;secondary;1005;0;0;cellular;26;aug;209;7;-1;unknown;0
35;technician;single;secondary;915;0;1;cellular;26;aug;89;3;-1;unknown;0
46;services;married;secondary;12;0;0;cellular;26;aug;225;3;-1;unknown;0
56;admin.;married;secondary;370;0;0;cellular;26;aug;128;12;-1;unknown;0
59;self-employed;married;primary;745;0;0;cellular;26;aug;168;9;-1;unknown;0
52;blue-collar;married;primary;382;0;1;cellular;26;aug;98;7;-1;unknown;0
34;technician;married;secondary;479;0;0;cellular;26;aug;65;2;-1;unknown;0
52;admin.;divorced;unknown;0;0;0;cellular;26;aug;168;4;-1;unknown;0
54;blue-collar;married;primary;1111;0;0;telephone;26;aug;385;9;-1;unknown;0
30;management;single;tertiary;796;0;1;cellular;26;aug;366;13;-1;unknown;0
48;technician;single;secondary;957;0;0;cellular;26;aug;198;5;-1;unknown;0
32;management;married;tertiary;5910;0;0;cellular;26;aug;75;3;-1;unknown;0
32;management;married;tertiary;0;0;0;cellular;26;aug;104;9;-1;unknown;0
36;management;divorced;tertiary;608;0;0;cellular;26;aug;125;2;-1;unknown;0
36;technician;single;secondary;0;0;1;cellular;26;aug;109;14;-1;unknown;0
40;management;single;tertiary;0;0;0;cellular;26;aug;58;7;-1;unknown;0
36;unemployed;married;tertiary;154;0;0;cellular;26;aug;556;7;-1;unknown;1
40;management;married;tertiary;3160;0;0;cellular;26;aug;100;4;-1;unknown;0
36;management;married;secondary;699;0;0;cellular;26;aug;20;8;-1;unknown;0
45;management;married;tertiary;10;0;0;cellular;26;aug;133;7;-1;unknown;0
38;technician;married;tertiary;-363;0;0;cellular;26;aug;101;2;-1;unknown;0
50;blue-collar;married;secondary;0;1;0;cellular;26;aug;240;5;-1;unknown;0
32;management;divorced;tertiary;387;0;0;cellular;26;aug;99;4;-1;unknown;0
44;technician;married;secondary;7863;0;0;cellular;26;aug;59;6;-1;unknown;0
41;management;divorced;tertiary;1757;0;0;cellular;26;aug;515;13;-1;unknown;0
31;unknown;married;tertiary;526;0;0;cellular;26;aug;130;13;-1;unknown;0
52;blue-collar;married;primary;359;0;0;telephone;26;aug;361;14;-1;unknown;0
37;management;single;tertiary;0;0;0;cellular;26;aug;99;6;-1;unknown;0
30;management;married;tertiary;20;0;0;cellular;26;aug;272;10;-1;unknown;0
39;management;married;secondary;46;1;0;cellular;26;aug;298;10;-1;unknown;0
39;management;divorced;tertiary;373;0;0;cellular;26;aug;148;4;-1;unknown;0
50;blue-collar;married;secondary;3558;0;0;cellular;26;aug;84;10;-1;unknown;0
32;technician;married;secondary;485;0;0;cellular;26;aug;98;14;-1;unknown;0
32;technician;single;tertiary;127;1;0;cellular;27;aug;20;17;-1;unknown;0
40;technician;divorced;secondary;6;0;0;cellular;27;aug;26;16;-1;unknown;0
45;technician;divorced;tertiary;0;0;0;cellular;27;aug;58;4;-1;unknown;0
34;management;single;tertiary;1612;0;0;cellular;27;aug;108;22;-1;unknown;0
38;management;single;tertiary;1272;0;0;cellular;27;aug;101;6;-1;unknown;0
50;housemaid;married;primary;0;0;0;cellular;27;aug;52;3;-1;unknown;0
39;technician;married;secondary;462;0;0;cellular;27;aug;157;4;-1;unknown;0
34;self-employed;single;secondary;296;0;0;cellular;27;aug;609;13;-1;unknown;1
33;technician;single;secondary;151;1;0;cellular;27;aug;86;6;-1;unknown;0
55;technician;divorced;tertiary;56;0;0;cellular;27;aug;94;6;-1;unknown;0
31;management;single;tertiary;730;0;0;cellular;27;aug;108;6;-1;unknown;0
45;technician;married;secondary;3460;0;0;cellular;27;aug;116;4;-1;unknown;0
38;technician;single;tertiary;187;0;0;cellular;27;aug;87;7;-1;unknown;0
50;self-employed;married;tertiary;1503;0;0;cellular;27;aug;128;12;-1;unknown;0
51;blue-collar;married;secondary;285;1;1;cellular;27;aug;27;8;-1;unknown;0
31;technician;divorced;tertiary;0;0;0;cellular;27;aug;581;6;-1;unknown;1
48;management;married;tertiary;567;0;0;cellular;27;aug;20;34;-1;unknown;0
33;management;married;tertiary;0;0;0;cellular;27;aug;181;4;-1;unknown;0
35;technician;married;secondary;0;0;0;cellular;27;aug;18;14;-1;unknown;0
34;services;married;secondary;1632;0;0;cellular;27;aug;65;6;-1;unknown;0
45;technician;divorced;tertiary;917;0;0;cellular;27;aug;144;8;-1;unknown;0
35;technician;married;secondary;0;0;0;cellular;27;aug;106;4;-1;unknown;0
51;services;married;unknown;3413;0;0;cellular;27;aug;146;7;-1;unknown;0
49;management;married;tertiary;0;0;0;cellular;27;aug;56;6;-1;unknown;0
48;entrepreneur;married;primary;386;0;1;cellular;27;aug;185;5;-1;unknown;0
37;management;married;tertiary;40;0;0;cellular;27;aug;1033;4;-1;unknown;1
58;admin.;married;secondary;0;0;0;cellular;27;aug;503;13;-1;unknown;0
53;management;married;tertiary;2094;0;1;cellular;27;aug;95;6;-1;unknown;0
54;management;married;tertiary;656;1;1;cellular;27;aug;105;6;-1;unknown;0
30;management;single;tertiary;60;0;0;cellular;27;aug;87;3;-1;unknown;0
52;management;married;tertiary;1158;0;0;cellular;27;aug;57;4;-1;unknown;0
49;blue-collar;married;secondary;2673;0;0;cellular;27;aug;219;4;-1;unknown;0
55;retired;married;secondary;39;0;0;cellular;27;aug;281;5;-1;unknown;0
37;technician;married;tertiary;143;0;0;cellular;27;aug;57;6;-1;unknown;0
37;self-employed;married;secondary;487;0;1;cellular;27;aug;155;15;-1;unknown;0
59;retired;married;primary;-47;1;0;cellular;27;aug;84;4;-1;unknown;0
32;management;single;tertiary;1836;0;0;cellular;27;aug;96;9;-1;unknown;0
49;blue-collar;married;secondary;-417;0;0;cellular;27;aug;13;20;-1;unknown;0
59;retired;married;secondary;2396;0;0;cellular;27;aug;1040;6;-1;unknown;1
35;technician;divorced;secondary;1085;0;0;cellular;27;aug;130;10;-1;unknown;0
41;management;married;tertiary;6563;0;0;cellular;27;aug;136;8;-1;unknown;0
38;technician;married;tertiary;51;0;0;telephone;27;aug;39;9;-1;unknown;0
51;technician;married;tertiary;1121;0;0;cellular;27;aug;68;4;-1;unknown;0
52;management;divorced;tertiary;0;0;0;cellular;27;aug;153;4;-1;unknown;0
55;services;married;unknown;2944;0;0;cellular;27;aug;672;6;-1;unknown;1
40;technician;married;secondary;336;0;0;cellular;27;aug;156;6;-1;unknown;0
46;blue-collar;married;secondary;836;0;0;cellular;27;aug;199;4;-1;unknown;0
38;management;married;tertiary;3724;1;0;cellular;27;aug;23;10;-1;unknown;0
40;management;married;tertiary;105;1;1;cellular;27;aug;166;9;-1;unknown;0
38;technician;married;secondary;258;0;0;cellular;27;aug;181;4;-1;unknown;0
47;admin.;married;secondary;1647;0;0;cellular;27;aug;39;13;-1;unknown;0
31;management;married;tertiary;917;1;0;cellular;27;aug;100;9;-1;unknown;0
39;technician;single;tertiary;0;0;0;cellular;27;aug;147;4;-1;unknown;0
59;housemaid;married;primary;0;0;0;cellular;27;aug;76;11;-1;unknown;0
44;management;married;tertiary;-84;1;0;cellular;27;aug;159;6;-1;unknown;0
35;technician;single;secondary;344;0;0;cellular;27;aug;519;16;-1;unknown;1
42;management;single;tertiary;1;0;0;cellular;27;aug;223;13;-1;unknown;0
42;technician;divorced;secondary;324;1;0;cellular;27;aug;203;2;-1;unknown;0
58;management;married;tertiary;2076;0;0;cellular;27;aug;49;4;-1;unknown;0
33;management;single;tertiary;0;0;0;cellular;27;aug;191;4;-1;unknown;0
31;management;single;secondary;36;0;0;cellular;27;aug;105;2;-1;unknown;0
48;technician;married;secondary;98;0;0;cellular;27;aug;146;4;-1;unknown;0
59;management;married;tertiary;0;0;0;cellular;27;aug;87;4;-1;unknown;0
31;technician;married;tertiary;313;1;0;cellular;27;aug;114;2;-1;unknown;0
35;technician;married;tertiary;25;0;0;cellular;27;aug;219;2;-1;unknown;0
33;management;single;tertiary;7084;0;0;cellular;27;aug;512;8;-1;unknown;1
48;management;married;tertiary;6748;0;0;cellular;27;aug;162;3;-1;unknown;0
56;self-employed;married;tertiary;719;0;0;cellular;27;aug;236;2;-1;unknown;0
41;management;married;tertiary;24;0;0;cellular;27;aug;130;8;-1;unknown;0
36;technician;married;secondary;30;0;0;cellular;27;aug;111;2;-1;unknown;0
48;admin.;married;secondary;35;0;0;cellular;27;aug;80;4;-1;unknown;0
44;admin.;married;tertiary;6485;0;0;cellular;27;aug;85;19;-1;unknown;0
38;management;married;tertiary;3228;0;0;cellular;27;aug;123;8;-1;unknown;0
44;management;single;tertiary;639;0;0;cellular;27;aug;69;12;-1;unknown;0
31;technician;single;secondary;46;0;0;cellular;27;aug;313;6;-1;unknown;0
42;technician;divorced;tertiary;765;0;0;cellular;27;aug;78;8;-1;unknown;0
35;management;single;tertiary;362;0;0;cellular;27;aug;256;4;-1;unknown;0
36;management;single;tertiary;0;0;0;cellular;27;aug;134;2;-1;unknown;0
43;management;married;tertiary;46;0;0;cellular;27;aug;63;8;-1;unknown;0
31;technician;divorced;secondary;24;0;1;cellular;27;aug;352;2;-1;unknown;0
36;technician;married;secondary;25;0;0;cellular;27;aug;127;4;-1;unknown;0
32;management;married;tertiary;2204;0;0;cellular;27;aug;123;4;-1;unknown;0
53;unemployed;married;primary;49;0;0;cellular;27;aug;254;8;-1;unknown;0
58;retired;married;primary;-102;1;1;cellular;27;aug;80;10;-1;unknown;0
32;technician;single;secondary;1107;0;0;cellular;27;aug;113;8;-1;unknown;0
41;technician;married;secondary;128;1;0;cellular;27;aug;100;2;-1;unknown;0
59;blue-collar;married;primary;699;0;0;cellular;27;aug;88;6;-1;unknown;0
32;management;single;tertiary;0;0;0;cellular;27;aug;121;2;-1;unknown;0
57;retired;married;secondary;63;0;0;cellular;27;aug;91;2;-1;unknown;0
32;management;married;tertiary;0;0;0;cellular;27;aug;164;2;-1;unknown;0
46;management;married;tertiary;0;0;0;cellular;27;aug;121;2;-1;unknown;0
51;blue-collar;married;secondary;16;1;1;telephone;27;aug;145;2;-1;unknown;0
31;technician;married;tertiary;11;0;0;cellular;27;aug;651;2;-1;unknown;0
30;technician;single;secondary;0;0;0;cellular;27;aug;109;2;-1;unknown;0
56;blue-collar;married;secondary;297;0;1;telephone;27;aug;220;16;-1;unknown;0
31;technician;divorced;secondary;-175;0;0;telephone;27;aug;9;15;-1;unknown;0
33;technician;married;tertiary;1020;0;0;cellular;27;aug;82;4;-1;unknown;0
46;management;divorced;secondary;0;0;0;cellular;27;aug;763;5;-1;unknown;1
48;technician;divorced;tertiary;2328;0;0;cellular;27;aug;129;7;-1;unknown;0
30;technician;married;tertiary;569;0;0;cellular;27;aug;976;12;-1;unknown;1
47;services;married;primary;6;0;0;cellular;27;aug;63;4;-1;unknown;0
52;technician;married;secondary;1697;0;1;cellular;27;aug;549;4;-1;unknown;0
33;technician;single;secondary;-173;0;0;cellular;27;aug;342;4;-1;unknown;0
